11	 140.29050	  57.69880	  99.13526	  -1.54044	   0.99305	   0.00180	   0.00004	  -0.00002	  -0.00000	  -0.74475	   0.00922	   0.99746	  -0.00001	  -0.00003	   0.00002
12	 145.20190	  62.08150	  95.78729	  -1.59067	   0.99334	   0.00268	   0.00004	  -0.00002	  -0.00001	  -0.83902	   0.00991	   0.99854	  -0.00001	  -0.00003	   0.00001
13	  79.91320	  64.81340	  98.81876	  -1.44609	   0.99013	   0.00381	   0.00003	  -0.00001	  -0.00001	  -0.82466	   0.00830	   1.00184	  -0.00004	  -0.00002	   0.00001
14	  68.78270	  67.35320	 104.71453	  -1.44609	   0.99013	   0.00381	   0.00003	  -0.00001	  -0.00001	  -0.82466	   0.00830	   1.00184	  -0.00004	  -0.00002	   0.00001
15	 200.19650	  73.50090	 108.80208	  -1.12300	   0.98498	   0.00569	   0.00003	   0.00001	  -0.00002	   0.16794	   0.00238	   0.98733	   0.00001	  -0.00002	   0.00006
16	  85.85140	  85.11100	  86.52888	  -1.44609	   0.99013	   0.00381	   0.00003	  -0.00001	  -0.00001	  -0.82466	   0.00830	   1.00184	  -0.00004	  -0.00002	   0.00001
17	 202.10890	  85.70390	 101.20652	   0.14112	   0.97496	  -0.00033	   0.00005	   0.00003	  -0.00000	   1.77475	  -0.01803	   0.99295	   0.00002	   0.00004	   0.00002
18	  85.85140	  85.11100	  86.52888	  -1.44609	   0.99013	   0.00381	   0.00003	  -0.00001	  -0.00001	  -0.82466	   0.00830	   1.00184	  -0.00004	  -0.00002	   0.00001
19	 207.41740	  93.82850	  94.43637	   0.14112	   0.97496	  -0.00033	   0.00005	   0.00003	  -0.00000	   1.77475	  -0.01803	   0.99295	   0.00002	   0.00004	   0.00002
20	  34.06170	  96.75480	 134.26799	  -1.47584	   0.99109	   0.00249	   0.00002	  -0.00000	   0.00001	  -0.84909	   0.00885	   1.00101	  -0.00005	  -0.00001	   0.00002
21	 119.78830	 102.33160	  81.19838	  -1.51959	   0.99088	   0.00492	   0.00003	  -0.00001	  -0.00001	  -0.61162	   0.00846	   0.99551	  -0.00001	  -0.00003	   0.00003
22	  24.85780	 103.96120	 145.74284	  -1.47584	   0.99109	   0.00249	   0.00002	  -0.00000	   0.00001	  -0.84909	   0.00885	   1.00101	  -0.00005	  -0.00001	   0.00002
23	  86.55370	 103.52740	  95.07448	  -1.47584	   0.99109	   0.00249	   0.00002	  -0.00000	   0.00001	  -0.84909	   0.00885	   1.00101	  -0.00005	  -0.00001	   0.00002
24	 157.92030	 105.48750	  84.77208	  -1.73384	   0.99562	   0.00308	   0.00006	  -0.00004	  -0.00002	   0.83413	  -0.00326	   0.98678	   0.00007	  -0.00002	   0.00001
25	 188.41690	 106.35740	  89.91133	   0.01725	   0.97696	  -0.00099	   0.00006	   0.00002	  -0.00001	   1.57289	  -0.01508	   0.99169	   0.00003	   0.00003	   0.00002
26	 127.43940	 110.21840	  80.02960	  -1.79749	   0.99582	   0.00443	   0.00004	  -0.00003	  -0.00002	  -1.21680	   0.01408	   1.00191	  -0.00002	  -0.00005	   0.00000
27	  26.54410	 115.68410	 138.50364	  -1.49999	   0.99179	   0.00100	  -0.00001	   0.00001	   0.00003	  -0.81583	   0.00894	   0.99857	  -0.00008	   0.00001	   0.00005
28	  13.16880	 119.38400	 145.41702	  -1.56658	   0.99255	   0.00203	  -0.00002	   0.00001	   0.00002	  -0.92724	   0.01024	   1.00023	  -0.00009	   0.00000	   0.00004
29	  43.07130	 119.97440	 124.09795	  -1.69579	   0.99438	   0.00362	  -0.00003	   0.00000	   0.00002	  -0.53490	   0.00414	   0.99624	  -0.00005	   0.00002	   0.00005
30	 185.15170	 130.06990	  90.71068	   0.58547	   0.98087	  -0.01370	   0.00010	  -0.00001	   0.00001	   2.42184	  -0.01216	   0.97554	   0.00011	  -0.00001	   0.00002
31	  80.12840	 139.17320	 100.88454	  -1.12206	   0.99065	  -0.00345	   0.00002	  -0.00001	   0.00003	  -0.67170	   0.00533	   0.99953	  -0.00002	  -0.00002	   0.00002
32	 144.94200	 139.22040	  85.49131	  -0.61230	   0.99386	  -0.01349	   0.00001	  -0.00001	   0.00007	   1.09469	   0.00019	   0.97934	  -0.00000	  -0.00000	   0.00008
33	  95.32380	 142.69430	  92.92775	  -1.15268	   0.99178	  -0.00421	  -0.00001	   0.00001	   0.00005	  -0.68459	   0.00564	   0.99921	  -0.00003	  -0.00001	   0.00003
34	 189.92520	 143.51370	  96.41403	  -1.21066	   0.98743	   0.00129	   0.00002	   0.00000	   0.00002	   0.27605	  -0.00495	   0.99388	   0.00001	   0.00001	   0.00003
35	 123.60330	 150.40310	  96.09590	  -1.03611	   0.99478	  -0.00829	  -0.00003	   0.00001	   0.00007	  -0.06296	   0.00672	   0.98940	  -0.00007	   0.00001	   0.00007
36	 178.93340	 149.71860	  93.90461	  -1.15256	   0.98769	   0.00021	   0.00002	   0.00000	   0.00002	   0.33280	  -0.00457	   0.99264	   0.00001	   0.00001	   0.00004
37	 202.81530	 149.93520	 105.05987	  -1.09916	   0.98618	   0.00135	   0.00002	   0.00001	   0.00002	   0.46554	  -0.00741	   0.99438	   0.00001	   0.00002	   0.00003
38	 229.72330	 150.21560	 123.41450	  -1.09916	   0.98618	   0.00135	   0.00002	   0.00001	   0.00002	   0.46554	  -0.00741	   0.99438	   0.00001	   0.00002	   0.00003
39	  56.98980	 153.42700	 121.99997	  -1.15858	   0.99088	  -0.00285	   0.00001	  -0.00000	   0.00003	  -0.67313	   0.00606	   0.99875	  -0.00003	  -0.00001	   0.00003
40	  75.02050	 152.93390	 103.96263	  -1.15858	   0.99088	  -0.00285	   0.00001	  -0.00000	   0.00003	  -0.67313	   0.00606	   0.99875	  -0.00003	  -0.00001	   0.00003
41	 236.42970	 161.57820	 134.98928	  -1.09916	   0.98618	   0.00135	   0.00002	   0.00001	   0.00002	   0.46554	  -0.00741	   0.99438	   0.00001	   0.00002	   0.00003
42	 234.63800	 161.93520	 134.05065	  -1.09916	   0.98618	   0.00135	   0.00002	   0.00001	   0.00002	   0.46554	  -0.00741	   0.99438	   0.00001	   0.00002	   0.00003
43	 162.62960	 168.38660	  91.62447	  -1.28793	   0.99051	  -0.00131	   0.00001	  -0.00000	   0.00003	   0.55728	  -0.00498	   0.99034	   0.00001	   0.00001	   0.00004
44	 199.77480	 167.90250	 114.83423	  -1.30720	   0.98774	   0.00212	   0.00002	   0.00000	   0.00002	   0.22339	  -0.00488	   0.99445	   0.00001	   0.00001	   0.00003
45	 245.62110	 169.60340	 145.45253	  -1.24844	   0.98701	   0.00246	   0.00002	   0.00000	   0.00001	   0.53618	  -0.00804	   0.99389	   0.00000	   0.00002	   0.00003
46	 155.42760	 172.66560	  94.43637	  -1.20551	   0.99077	  -0.00261	   0.00001	   0.00000	   0.00003	   0.63257	  -0.00495	   0.98936	  -0.00000	   0.00001	   0.00005
47	 163.09450	 176.33710	  93.65996	  -1.20551	   0.99077	  -0.00261	   0.00001	   0.00000	   0.00003	   0.63257	  -0.00495	   0.98936	  -0.00000	   0.00001	   0.00005
48	  70.46920	 180.08990	 125.11625	  -1.44881	   0.99080	   0.00105	   0.00001	  -0.00000	   0.00002	  -0.55428	   0.00585	   0.99706	  -0.00004	  -0.00000	   0.00004
49	 199.43140	 186.87500	 124.77235	  -1.17109	   0.98817	   0.00000	   0.00002	   0.00000	   0.00002	   0.49769	  -0.00566	   0.99168	   0.00000	   0.00001	   0.00004
50	 235.77970	 187.40050	 147.39913	  -1.30720	   0.98774	   0.00212	   0.00002	   0.00000	   0.00002	   0.22339	  -0.00488	   0.99445	   0.00001	   0.00001	   0.00003
51	 124.12410	 213.98270	 123.93054	  -1.37759	   0.99263	  -0.00189	   0.00001	  -0.00001	   0.00003	   0.39718	  -0.00327	   0.99031	  -0.00001	   0.00002	   0.00005
52	 124.08120	 214.01910	 123.98481	  -1.37759	   0.99263	  -0.00189	   0.00001	  -0.00001	   0.00003	   0.39718	  -0.00327	   0.99031	  -0.00001	   0.00002	   0.00005
53	 199.25550	 218.21450	 140.34205	  -0.99868	   0.98817	  -0.00208	   0.00002	   0.00000	   0.00003	   0.53168	  -0.00487	   0.99040	   0.00000	   0.00001	   0.00004
54	 216.55660	 235.44590	 162.76927	  -1.14098	   0.98797	  -0.00014	   0.00002	   0.00000	   0.00002	   0.59012	  -0.00618	   0.99117	   0.00000	   0.00002	   0.00004
55	  87.73030	 242.47180	 153.91990	  -1.10761	   0.99010	  -0.00294	   0.00002	  -0.00001	   0.00003	  -0.03056	   0.00098	   0.99200	  -0.00002	   0.00000	   0.00005
